release1,release2,value
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.1.1,84.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:2.5.15,257.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.12,87.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.13,87.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.10,90.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.11,88.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.39.Final,37.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.104.Final,13.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.81.Final,7.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.43.Final,33.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.96.Final,12.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.109.Final,14.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.91.Final,11.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.86.Final,10.0
io.netty:netty-codec:4.1.107.Final,io.netty:netty-codec:4.1.89.Final,7.0
io.netty:netty-codec:4.1.107.Final,io.netty:netty-codec:4.1.79.Final,13.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.7,99.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.5,1.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.8,98.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.6,0.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.5,106.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.3,1.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.6,101.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,0.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.8,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.9,98.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.82.Final,7.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.108.Final,14.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.17.Final,59.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.93.Final,11.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.110.Final,14.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.70.Final,2.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.112.Final,15.0
io.netty:netty-transport:4.1.75.Final,io.netty:netty-transport:4.1.85.Final,10.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.31,243.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.30,244.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.24,255.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.23,256.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.22,256.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.28,247.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.26,248.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.25,255.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.9,12.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.8,15.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.7,17.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.6,17.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.5,17.0
io.micrometer:micrometer-observation:1.10.8,io.micrometer:micrometer-observation:1.12.9,10.0
io.micrometer:micrometer-observation:1.10.8,io.micrometer:micrometer-observation:1.12.8,10.0
io.micrometer:micrometer-observation:1.10.8,io.micrometer:micrometer-observation:1.11.9,8.0
io.micrometer:micrometer-observation:1.10.8,io.micrometer:micrometer-observation:1.11.12,8.0
io.micrometer:micrometer-observation:1.10.8,io.micrometer:micrometer-observation:1.11.0,7.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.9,48.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.8,48.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.7,48.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.5,47.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.4,46.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.20,260.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:3.0.3.RELEASE,727.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.17,263.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.15,263.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.19,262.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.3.18,262.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:5.2.0.RELEASE,311.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.4,37.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.3,37.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.0.2,38.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.12,48.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.11,48.0
org.springframework:spring-core:6.0.12,org.springframework:spring-core:6.1.10,48.0
org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.5.2,0.0
org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.4.3,4.0
jakarta.validation:jakarta.validation-api:3.0.2,jakarta.validation:jakarta.validation-api:2.0.2,138.0
org.springframework.plugin:spring-plugin-core:3.0.0,org.springframework.plugin:spring-plugin-core:2.0.0.RELEASE,1.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.31,16.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.30,16.0
org.threeten:threetenbp:1.6.8,org.threeten:threetenbp:1.6.4,0.0
org.threeten:threetenbp:1.6.8,org.threeten:threetenbp:1.6.2,0.0
org.mongodb:mongodb-driver-reactivestreams:4.6.1,org.mongodb:mongodb-driver-reactivestreams:4.4.2,18.0
org.mongodb:mongodb-driver-reactivestreams:4.6.1,org.mongodb:mongodb-driver-reactivestreams:4.2.3,26.0
org.mongodb:mongodb-driver-reactivestreams:4.6.1,org.mongodb:mongodb-driver-reactivestreams:4.1.1,47.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.17,0.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.16,2.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.12,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.11,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.10,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.16,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.15,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.13,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.2.0.RELEASE,20.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.9,20.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.20,16.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.15,2.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.14,3.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.13,4.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.12,5.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.11,5.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.2.9,169.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.2.8,167.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.0.9,141.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.2.7,166.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.0.8,141.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.4.30,400.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.7.10,105.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.5.31,333.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.7.21,88.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.5.21,360.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.5.32,333.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.9.23,61.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.8.22,0.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.4.21,452.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.10,49.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.13,49.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.12,49.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.2.0.RELEASE,29.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.25,1.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.26,1.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.23,4.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.24,1.0
org.threeten:threetenbp:1.6.8,org.threeten:threetenbp:1.6.5,0.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.4.32,400.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.9.24,61.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.9.21,61.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.9.22,61.0
org.jetbrains.kotlin:kotlin-reflect:1.8.21,org.jetbrains.kotlin:kotlin-reflect:1.9.20,61.0
org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.0,0.0
org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.4.2,4.0
org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.4.0,4.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.28,1.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.22,4.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.20,4.0
com.google.code.findbugs:jsr305:3.0.2,com.google.code.findbugs:jsr305:3.0.1,0.0
com.google.code.findbugs:jsr305:3.0.2,com.google.code.findbugs:jsr305:1.3.9,1.0
org.threeten:threetenbp:1.6.8,org.threeten:threetenbp:1.5.2,0.0
org.threeten:threetenbp:1.6.8,org.threeten:threetenbp:1.5.1,0.0
org.threeten:threetenbp:1.6.8,org.threeten:threetenbp:1.5.0,0.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:9.0.80,3.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.10,20.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.17,100.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.19,16.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.16,100.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.18,16.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:9.0.82,3.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.17,16.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.15,100.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.15,16.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.20,100.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.8,0.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.52.v20230823,9.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.51.v20230217,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.6,1.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.7,0.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.49.v20220914,11.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.4,1.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.5,1.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.2,1.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.3,1.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.18,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.0,1.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:9.0.83,4.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.17,9.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.19,100.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.21,9.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.0.20,9.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.13,100.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.12,100.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.0.15,17.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.11,100.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.18,100.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.7,20.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.8,20.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.5,21.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.3,21.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.4,21.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.29,16.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.1,14.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.28,16.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.2,21.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.4,16.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.2.6,166.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.7.10,5.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:2.6.10,74.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.0.3,141.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.2.1,165.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.0.2,141.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.2.0,164.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.0.1,137.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.0.0,137.0
org.springframework.data:spring-data-commons:2.7.18,org.springframework.data:spring-data-commons:3.0.7,142.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:8.2.0.v20160908,85.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.33.v20201020,28.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.46.v20220331,19.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.27,16.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.40.v20210413,24.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.26,16.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.48.v20220622,11.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.0,14.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.2.28.v20190418,76.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.25,16.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.55.v20240627,0.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.24,16.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.44.v20210927,19.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.23,16.0
org.eclipse.jetty:jetty-http:9.4.53.v20231009,org.eclipse.jetty:jetty-http:9.4.54.v20240208,0.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.9,16.0
org.eclipse.jetty:jetty-io:9.4.53.v20231009,org.eclipse.jetty:jetty-io:9.4.33.v20201020,19.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:5.3.22,16.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.12,20.0
org.springframework:spring-aop:6.0.9,org.springframework:spring-aop:6.1.11,20.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.9.1,91.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:2.7.6,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.11,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.12,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.10,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:2.7.10,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:2.7.11,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:2.7.12,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:2.7.13,0.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.20,2.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.1.12,15.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:5.3.17,35.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:5.3.19,375.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.0,6.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:5.3.17,375.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.1.0,14.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:5.3.18,375.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.1.2,14.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.1.12,109.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.1.3,14.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.1.10,109.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.4,6.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.1.11,109.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.1.4,14.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.19,79.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.5,5.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.20.1,36.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.21.1,4.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:5.3.25,11.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:5.3.24,11.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:6.1.11,21.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:6.1.10,21.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:5.2.0.RELEASE,13.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:5.3.20,11.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:6.1.12,22.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.0,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.1,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.6,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.7,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.3.2,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.4,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.3.3,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:3.1.5,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:2.7.7,0.0
org.springframework.boot:spring-boot-starter:2.7.9,org.springframework.boot:spring-boot-starter:2.7.8,0.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:5.3.23,35.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.22.1,10.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.13,2.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.6.8,397.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:5.3.22,35.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.21,32.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.16,2.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:5.3.25,35.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.7,96.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.15,2.0
org.aspectj:aspectjweaver:1.9.22,org.aspectj:aspectjweaver:1.9.20,36.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:5.3.24,35.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:5.3.9,13.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.18,2.0
ch.qos.logback:logback-classic:1.2.13,ch.qos.logback:logback-classic:1.3.5,47.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:5.3.23,11.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:6.0.17,2.0
ch.qos.logback:logback-classic:1.2.13,ch.qos.logback:logback-classic:1.4.5,53.0
org.springframework:spring-expression:5.3.31,org.springframework:spring-expression:5.3.22,11.0
org.springframework:spring-tx:6.0.11,org.springframework:spring-tx:5.3.19,35.0
ch.qos.logback:logback-classic:1.2.13,ch.qos.logback:logback-classic:1.3.7,50.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.9,5.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.16,6.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.2,53.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:9.0.79,3.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.25,100.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.24,100.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.28,100.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:9.0.70,0.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.26,101.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:10.1.10,100.0
org.apache.tomcat.embed:tomcat-embed-el:9.0.71,org.apache.tomcat.embed:tomcat-embed-el:9.0.69,0.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.21,12.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.6,13.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.17,10.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.7,13.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.18,12.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.8,7.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.15,1.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:6.0.0,53.0
org.springframework:spring-web:6.0.12,org.springframework:spring-web:5.3.15,375.0
