release1,release2,value
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.84.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.94.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.39.Final,4.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.87.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.5.Final,10.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.82.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.110.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.92.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.97.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.99.Final,0.0
io.netty:netty-resolver:4.1.91.Final,io.netty:netty-resolver:4.1.109.Final,0.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.112.Final,12.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.91.Final,6.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.86.Final,7.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.51.Final,23.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.81.Final,8.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.104.Final,5.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.93.Final,6.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.110.Final,7.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.75.Final,8.0
io.netty:netty-buffer:4.1.100.Final,io.netty:netty-buffer:4.1.107.Final,5.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.1,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.1,9.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.2,18.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.0,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.3,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.4,4.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.13.2,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.5,15.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.3,4.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.13.1,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.9,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.8,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.9,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.12,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.0,11.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.1,18.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.0,18.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.2,7.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.13.0,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.3,18.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.10,7.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.6,14.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.43.Final,103.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.8,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.9,10.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.7,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.6,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.8,12.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.13,6.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.11,7.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.12,6.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.39.Final,103.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.108.Final,4.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.96.Final,3.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.51.Final,61.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.81.Final,9.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.94.Final,3.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.84.Final,9.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.99.Final,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.4,15.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.100.Final,4.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.2,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.10,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.6,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.5,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.10.7,14.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.11,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.11.5,3.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.12.4,0.0
io.micrometer:micrometer-observation:1.12.7,io.micrometer:micrometer-observation:1.13.3,0.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.87.Final,3.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.17.Final,129.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.97.Final,3.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.93.Final,2.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.79.Final,11.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.2,7.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.110.Final,5.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.15,93.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.106.Final,4.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.5,4.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.89.Final,2.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.9,94.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.104.Final,4.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.0,36.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.112.Final,12.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.30,89.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.70.Final,19.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.2,36.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.31,89.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.21,22.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.20,22.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.3,6.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.110.Final,10.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.112.Final,15.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.5.Final,158.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.85.Final,8.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.9,31.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.109.Final,4.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.11,0.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.81.Final,4.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.12,1.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.104.Final,9.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.93.Final,1.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.4,34.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.3,35.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.5,34.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:3.0.3.RELEASE,195.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.8,31.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.96.Final,5.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.13,22.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.109.Final,9.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.12,22.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.43.Final,51.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.2.0.RELEASE,100.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.25,89.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.86.Final,3.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.26,89.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.51.Final,23.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.4,95.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.89.Final,2.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.14,22.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.79.Final,5.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.17,22.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.5.Final,75.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.16,22.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.111.Final,14.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.11,26.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.106.Final,9.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.10,28.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.84.Final,3.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.18,22.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.94.Final,9.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.1,11.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.101.Final,6.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.0,11.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.17.Final,60.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.0.15,22.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.99.Final,5.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.4,5.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.97.Final,5.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.7,1.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.70.Final,11.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.18,90.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.108.Final,9.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.19,90.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.92.Final,1.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.9,0.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.82.Final,3.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:6.1.8,0.0
io.netty:netty-buffer:4.1.91.Final,io.netty:netty-buffer:4.1.85.Final,3.0
org.springframework:spring-beans:6.1.10,org.springframework:spring-beans:5.3.17,90.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.8,66.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.9,66.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.9,81.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.30,3.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.31,3.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.4,81.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.5,64.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.5,81.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.6,64.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.7,66.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.7,81.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.29,2.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.11,69.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.28,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.9,0.0
io.vavr:vavr:0.10.4,io.vavr:vavr:0.10.2,2.0
io.vavr:vavr:0.10.4,io.vavr:vavr:0.10.3,2.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.4,1.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.10,67.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.26,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.12,70.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.3.22.RELEASE,388.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.26,0.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.3.9.RELEASE,412.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.25,6.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.24,27.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.9,66.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.23,28.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.3,53.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.2,52.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.0,58.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.6,54.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.5,54.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.4,53.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.18,75.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.17,78.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.16,89.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.14,92.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.2.5.RELEASE,513.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.8,64.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.7,62.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.4.21,45.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.17,67.0
io.projectreactor:reactor-core:3.4.29,io.projectreactor:reactor-core:3.5.18,67.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.1,9.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.28,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.2,2.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.4,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.27,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.26,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.0,9.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.25,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.24,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.23,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.0.13,14.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.2.0.RELEASE,41.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.9,0.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.20,38.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.7,0.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.8,0.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.5,1.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.3,1.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:6.1.4,1.0
org.springframework:spring-aop:6.1.10,org.springframework:spring-aop:5.3.29,38.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.100.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.39.Final,100.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.108.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.96.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.51.Final,49.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.81.Final,15.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.91.Final,19.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.86.Final,17.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.94.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.84.Final,15.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.87.Final,19.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.17.Final,128.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.97.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.93.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.79.Final,14.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.110.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.106.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.89.Final,19.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.99.Final,21.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.87,570.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.46,752.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.82,403.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.18,29.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.17,21.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.16,20.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.80,401.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.15,12.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.13,5.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.12,5.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.43.Final,99.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.101.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.111.Final,28.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.92.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.82.Final,15.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.75.Final,8.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.69,659.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.10,7.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.65,667.0
org.springframework:spring-beans:5.3.27,org.springframework:spring-beans:5.3.28,0.0
org.springframework:spring-beans:5.3.27,org.springframework:spring-beans:5.3.22,3.0
org.springframework:spring-beans:5.3.27,org.springframework:spring-beans:5.3.20,3.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.30,0.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.33,0.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.12,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.10,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.7,13.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.20,43.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.99,536.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.98,536.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.78,630.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.71,479.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.28,81.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.70,481.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.26,70.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.7,15.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.6,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.9,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.3,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.2,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.4,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.26,2.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.6.4,19.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.5.3,23.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.25,2.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.6.1,18.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.96,534.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.93,531.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.79,401.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.78,399.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.76,403.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.75,426.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.74,428.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.73,434.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.95,529.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.72,651.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.97,535.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.12,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.13,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.6,15.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.28,2.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.5,16.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.29,0.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.22,3.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.15,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.16,13.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.21,3.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:2.0.11,14.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.12,org.apache.tomcat.embed:tomcat-embed-core:10.1.10,13.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.12,org.apache.tomcat.embed:tomcat-embed-core:8.5.65,668.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.12,org.apache.tomcat.embed:tomcat-embed-core:8.5.87,571.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.12,org.apache.tomcat.embed:tomcat-embed-core:8.5.46,753.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.12,org.apache.tomcat.embed:tomcat-embed-core:9.0.82,401.0
